"コード","大学名","学部名","学科名"
"017003510130","横浜国立大学","経営","経営-後期"
"017003510210","横浜国立大学","経営","経営システム科学-前期"
"017003510230","横浜国立大学","経営","経営システム科学-後期"
"017003510310","横浜国立大学","経営","国際経営-前期"
"017003510330","横浜国立大学","経営","国際経営-後期"
"017003510410","横浜国立大学","経営","会計・情報-前期"
"017003510430","横浜国立大学","経営","会計・情報-後期"
"017006030110","横浜国立大学","教育人間科学","学校/人間・教科(総合)-前期"
"017006030210","横浜国立大学","教育人間科学","学校/人間・教科(音楽)-前期"
"017006030310","横浜国立大学","教育人間科学","学校/人間・教科(美術)-前期"
"017006030410","横浜国立大学","教育人間科学","学校/人間・教科(体育)-前期"
"017006030610","横浜国立大学","教育人間科学","学校/特別支援教育-前期"
"017006031010","横浜国立大学","教育人間科学","人間文化-前期"
"017006031030","横浜国立大学","教育人間科学","人間文化-後期"
"017011010110","横浜国立大学","理工","機械工学・材料/機械工学-前期"
"017011010130","横浜国立大学","理工","機械工学・材料/機械工学-後期"
"017011010210","横浜国立大学","理工","機械工学・材料/材料工学-前期"
"017011010230","横浜国立大学","理工","機械工学・材料/材料工学-後期"
"017011010310","横浜国立大学","理工","数物・電子情報/数理科学-前期"
"017011010330","横浜国立大学","理工","数物・電子情報/数理科学-後期"
"017011010410","横浜国立大学","理工","数物・電子情報/物理工学-前期"
"017011010430","横浜国立大学","理工","数物・電子情報/物理工学-後期"
"017011010510","横浜国立大学","理工","数物・電子情報/電子情報システム-前期"
"017011010530","横浜国立大学","理工","数物・電子情報/電子情報システム-後期"
"017011010610","横浜国立大学","理工","数物・電子情報/情報工学-前期"
"017011010630","横浜国立大学","理工","数物・電子情報/情報工学-後期"
"017011010710","横浜国立大学","理工","建築都市・環境/建築-前期"
"017011010730","横浜国立大学","理工","建築都市・環境/建築-後期"
"017011010810","横浜国立大学","理工","建築都市・環境/都市基盤-前期"
"017011010830","横浜国立大学","理工","建築都市・環境/都市基盤-後期"
"017011010910","横浜国立大学","理工","建築都市・環境/海洋空間のシステム-前期"
"017011010930","横浜国立大学","理工","建築都市・環境/海洋空間のシステム-後期"
"017011011010","横浜国立大学","理工","建築都市・環境/地球生態学-前期"
"017011011030","横浜国立大学","理工","建築都市・環境/地球生態学-後期"
"017011011110","横浜国立大学","理工","化学・生命/化学・化学応用-前期"
"017011011130","横浜国立大学","理工","化学・生命/化学・化学応用-後期"
"017011011230","横浜国立大学","理工","化学・生命/バイオ-後期"
"017031720110","横浜国立大学","経営・夜","経営-前期"
"017031720130","横浜国立大学","経営・夜","経営-後期"
"017501110410","新潟大学","人文","人文-前期"
"017501110430","新潟大学","人文","人文-後期"
"017502010110","新潟大学","法","法学-前期"
"017502010130","新潟大学","法","法学-後期"
"017503010111","新潟大学","経済","経済(Ⅰ型)-前期"
"017503010112","新潟大学","経済","経済(Ⅱ型)-前期"
"017503010131","新潟大学","経済","経済(Ⅰ型)-後期"
"017503010132","新潟大学","経済","経済(Ⅱ型)-後期"
"017503010211","新潟大学","経済","経営(Ⅰ型)-前期"
"017503010212","新潟大学","経済","経営(Ⅱ型)-前期"
"017503010231","新潟大学","経済","経営(Ⅰ型)-後期"
"017503010232","新潟大学","経済","経営(Ⅱ型)-後期"
"017506010410","新潟大学","教育","学校/教科/音楽-前期"
"017506010510","新潟大学","教育","学校/教科/美術-前期"
"017506010610","新潟大学","教育","学校/教科/保健体育-前期"
"017506010630","新潟大学","教育","学校/教科/保健体育-後期"
"017506010710","新潟大学","教育","学習社会ネットワーク-前期"
"017506010730","新潟大学","教育","学習社会ネットワーク-後期"
"017506011110","新潟大学","教育","芸術/音楽表現-前期"
"017506011210","新潟大学","教育","芸術/書表現-前期"
"017506011310","新潟大学","教育","芸術/造形表現-前期"
"017506011330","新潟大学","教育","芸術/造形表現-後期"
"017506011410","新潟大学","教育","健康スポーツ科学-前期"
"017506011430","新潟大学","教育","健康スポーツ科学-後期"
"017506011510","新潟大学","教育","学校/学校/学校教育学-前期"
"017506011530","新潟大学","教育","学校/学校/学校教育学-後期"
"017506011610","新潟大学","教育","学校/学校/教育心理学-前期"
"017506011630","新潟大学","教育","学校/学校/教育心理学-後期"
"017506011710","新潟大学","教育","学校/教科/英語-前期"
"017506011730","新潟大学","教育","学校/教科/英語-後期"
"017506011810","新潟大学","教育","学校/教科/国語-前期"
"017506011830","新潟大学","教育","学校/教科/国語-後期"
"017506011910","新潟大学","教育","学校/教科/数学-前期"
"017506011930","新潟大学","教育","学校/教科/数学-後期"
"017506012010","新潟大学","教育","学校/教科/理科-前期"
"017506012030","新潟大学","教育","学校/教科/理科-後期"
"017506012110","新潟大学","教育","学校/教科/社会-前期"
"017506012130","新潟大学","教育","学校/教科/社会-後期"
"017506012210","新潟大学","教育","学校/教科/技術-前期"
"017506012230","新潟大学","教育","学校/教科/技術-後期"
"017506012310","新潟大学","教育","学校/教科/家庭-前期"
"017506012330","新潟大学","教育","学校/教科/家庭-後期"
"017506012510","新潟大学","教育","学校/学校/特別支援教育-前期"
"017506012530","新潟大学","教育","学校/学校/特別支援教育-後期"
"017506012610","新潟大学","教育","生活科学-前期"
"017506012630","新潟大学","教育","生活科学-後期"
"017510810110","新潟大学","理","数学-前期"
"017510810130","新潟大学","理","数学-後期"
"017510810210","新潟大学","理","物理-前期"
"017510810230","新潟大学","理","物理-後期"
"017510810310","新潟大学","理","化学-前期"
"017510810330","新潟大学","理","化学-後期"
"017510810410","新潟大学","理","生物-前期"
"017510810430","新潟大学","理","生物-後期"
"017510810510","新潟大学","理","地質科学-前期"
"017510810530","新潟大学","理","地質科学-後期"
"017510810610","新潟大学","理","自然環境科学-前期"
"017510810630","新潟大学","理","自然環境科学-後期"
"017511510110","新潟大学","工","機械システム工-前期"
"017511510130","新潟大学","工","機械システム工-後期"
"017511510210","新潟大学","工","電気電子工-前期"
"017511510230","新潟大学","工","電気電子工-後期"
"017511510310","新潟大学","工","情報工-前期"
"017511510330","新潟大学","工","情報工-後期"
"017511510410","新潟大学","工","化学システム工-前期"
"017511510430","新潟大学","工","化学システム工-後期"
"017511510510","新潟大学","工","建設-前期"
"017511510530","新潟大学","工","建設-後期"
"017511510610","新潟大学","工","機能材料工-前期"
"017511510630","新潟大学","工","機能材料工-後期"
"017511510710","新潟大学","工","福祉人間工-前期"
"017511510730","新潟大学","工","福祉人間工-後期"
"017513010110","新潟大学","医","医学-前期"
"017513010210","新潟大学","医","保健/看護学-前期"
"017513010230","新潟大学","医","保健/看護学-後期"
"017513010310","新潟大学","医","保健/検査技術科学-前期"
"017513010330","新潟大学","医","保健/検査技術科学-後期"
"017513010410","新潟大学","医","保健/放射線技術科学-前期"
"017513010430","新潟大学","医","保健/放射線技術科学-後期"
"017513210110","新潟大学","歯","歯学-前期"
"017513210130","新潟大学","歯","歯学-後期"
"017513210210","新潟大学","歯","口腔生命福祉-前期"
"017515510110","新潟大学","農","農業生産科学-前期"
"017515510130","新潟大学","農","農業生産科学-後期"
"017515510210","新潟大学","農","応用生物化学-前期"
"017515510230","新潟大学","農","応用生物化学-後期"
"017515510310","新潟大学","農","生産環境科学-前期"
"017515510330","新潟大学","農","生産環境科学-後期"
"018006020110","上越教育大学","学校教育","初等教育教員養成-前期"
"018006020130","上越教育大学","学校教育","初等教育教員養成-後期"
"018511510110","長岡技術科学大学","工","全課程-前期"
"019001110110","富山大学","人文","人文-前期"
"019001110130","富山大学","人文","人文-後期"
"019003010110","富山大学","経済","経営法-前期"
"019003010130","富山大学","経済","経営法-後期"
"019003010210","富山大学","経済","経済-前期"
"019003010230","富山大学","経済","経済-後期"
"019003010310","富山大学","経済","経営-前期"
"019003010330","富山大学","経済","経営-後期"
"019006180110","富山大学","人間発達科","発達教育-前期"
"019006180130","富山大学","人間発達科","発達教育-後期"
"019006180211","富山大学","人間発達科","人間環境システム(文系)-前期"
"019006180212","富山大学","人間発達科","人間環境システム(理系)-前期"
"019006180213","富山大学","人間発達科","人間環境システム(実技系)-前期"
"019006180230","富山大学","人間発達科","人間環境システム-後期"
"019010810110","富山大学","理","数学-前期"
"019010810130","富山大学","理","数学-後期"
"019010810210","富山大学","理","物理-前期"
"019010810230","富山大学","理","物理-後期"
"019010810310","富山大学","理","化学-前期"
"019010810330","富山大学","理","化学-後期"
"019010810410","富山大学","理","生物-前期"
"019010810430","富山大学","理","生物-後期"
"019010810510","富山大学","理","生物圏環境科学-前期"
"019010810530","富山大学","理","生物圏環境科学-後期"
"019010810610","富山大学","理","地球科学-前期"
"019010810630","富山大学","理","地球科学-後期"
"019011510110","富山大学","工","機械知能システム工-前期"
"019011510130","富山大学","工","機械知能システム工-後期"
"019011510210","富山大学","工","電気電子システム工-前期"
"019011510230","富山大学","工","電気電子システム工-後期"
"019011510310","富山大学","工","知能情報工-前期"
"019011510330","富山大学","工","知能情報工-後期"
"019011510510","富山大学","工","環境応用化学-前期"
"019011510530","富山大学","工","環境応用化学-後期"
"019011510610","富山大学","工","生命工-前期"
"019011510630","富山大学","工","生命工-後期"
"019011510710","富山大学","工","材料機能工-前期"
"019011510730","富山大学","工","材料機能工-後期"
"019013010110","富山大学","医","医学-前期"
"019013010130","富山大学","医","医学-後期"
"019013010210","富山大学","医","看護-前期"
"019013010230","富山大学","医","看護-後期"
"019013410210","富山大学","薬","薬学-前期"
"019013410230","富山大学","薬","薬学-後期"
"019013410310","富山大学","薬","創薬科学-前期"
"019013410330","富山大学","薬","創薬科学-後期"
"019017540210","富山大学","芸術文化","芸術/文化マネジメント(Ⅱ類)-前期"
"019017540231","富山大学","芸術文化","芸術/文化マネジメントａ-後期"
"019017540232","富山大学","芸術文化","芸術/文化マネジメントｂ-後期"
"019017540311","富山大学","芸術文化","芸術/デザイン情報(Ⅰ類)-前期"
"019017540312","富山大学","芸術文化","芸術/デザイン情報(Ⅱ類)-前期"
"019017540331","富山大学","芸術文化","芸術/デザイン情報ａ-後期"
"019017540332","富山大学","芸術文化","芸術/デザイン情報ｂ-後期"
"019017540410","富山大学","芸術文化","芸術/デザイン工芸(Ⅰ類)-前期"
"019017540431","富山大学","芸術文化","芸術/デザイン工芸ａ-後期"
"019017540432","富山大学","芸術文化","芸術/デザイン工芸ｂ-後期"
"019017540510","富山大学","芸術文化","芸術/造形建築科学(Ⅱ類)-前期"
"019017540531","富山大学","芸術文化","芸術/造形建築科学ａ-後期"
"019017540532","富山大学","芸術文化","芸術/造形建築科学ｂ-後期"
"019017540610","富山大学","芸術文化","芸術/造形芸術(Ⅰ類)-前期"
"019017540631","富山大学","芸術文化","芸術/造形芸術ａ-後期"
"019017540632","富山大学","芸術文化","芸術/造形芸術ｂ-後期"
"019031520110","富山大学","経済・夜","経営法-前期"
"019031520130","富山大学","経済・夜","経営法-後期"
"019031520210","富山大学","経済・夜","経済-前期"
"019031520230","富山大学","経済・夜","経済-後期"
"019031520310","富山大学","経済・夜","経営-前期"
"019031520330","富山大学","経済・夜","経営-後期"
"020001140110","金沢大学","人間社会学域","人文-前期"
"020001140130","金沢大学","人間社会学域","人文-後期"
"020001140211","金沢大学","人間社会学域","法学(Ｌ方式)-前期"
"020001140212","金沢大学","人間社会学域","法学(Ｍ方式)-前期"
"020001140230","金沢大学","人間社会学域","法学-後期"
"020001140310","金沢大学","人間社会学域","経済-前期"
"020001140330","金沢大学","人間社会学域","経済-後期"
"020001140410","金沢大学","人間社会学域","学校教育-前期"
"020001140510","金沢大学","人間社会学域","地域創造-前期"
"020001140530","金沢大学","人間社会学域","地域創造-後期"
"020001140610","金沢大学","人間社会学域","国際-前期"
"020001140630","金沢大学","人間社会学域","国際-後期"
"020011080110","金沢大学","理工学域","数物科学-前期"
"020011080130","金沢大学","理工学域","数物科学-後期"
"020011080210","金沢大学","理工学域","物質化学-前期"
"020011080230","金沢大学","理工学域","物質化学-後期"
"020011080310","金沢大学","理工学域","機械工-前期"
"020011080330","金沢大学","理工学域","機械工-後期"
"020011080410","金沢大学","理工学域","電子情報-前期"
"020011080430","金沢大学","理工学域","電子情報-後期"
"020011080510","金沢大学","理工学域","環境デザイン-前期"
"020011080530","金沢大学","理工学域","環境デザイン-後期"
"020011080610","金沢大学","理工学域","自然システム-前期"
"020011080630","金沢大学","理工学域","自然システム-後期"
"020013040110","金沢大学","医薬保健学域","医学-前期"
"020013040210","金沢大学","医薬保健学域","薬学・創薬科学-前期"
"020013040310","金沢大学","医薬保健学域","保健/看護学-前期"
"020013040330","金沢大学","医薬保健学域","保健/看護学-後期"
"020013040410","金沢大学","医薬保健学域","保健/検査技術科学-前期"
"020013040430","金沢大学","医薬保健学域","保健/検査技術科学-後期"
"020013040510","金沢大学","医薬保健学域","保健/放射線技術科学-前期"
"020013040530","金沢大学","医薬保健学域","保健/放射線技術科学-後期"
"020013040610","金沢大学","医薬保健学域","保健/作業療法学-前期"
"020013040710","金沢大学","医薬保健学域","保健/理学療法学-前期"
"020506040110","福井大学","教育地域科学","学校/教育実践科学-前期"
"020506040130","福井大学","教育地域科学","学校/教育実践科学-後期"
"020506040210","福井大学","教育地域科学","学校/臨床教育科学-前期"
"020506040230","福井大学","教育地域科学","学校/臨床教育科学-後期"
"020506040310","福井大学","教育地域科学","学校/言語教育-前期"
"020506040330","福井大学","教育地域科学","学校/言語教育-後期"
"020506040410","福井大学","教育地域科学","学校/理数教育-前期"
"020506040510","福井大学","教育地域科学","学校/社会系教育-前期"
"020506040530","福井大学","教育地域科学","学校/社会系教育-後期"
"020506040610","福井大学","教育地域科学","学校/生活科学教育-前期"
"020506040630","福井大学","教育地域科学","学校/生活科学教育-後期"
"020506040810","福井大学","教育地域科学","学校/障害児教育-前期"
"020506040830","福井大学","教育地域科学","学校/障害児教育-後期"
"020506041310","福井大学","教育地域科学","学校/音楽-前期"
"020506041410","福井大学","教育地域科学","学校/美術-前期"
"020506041510","福井大学","教育地域科学","学校/保健体育-前期"
"020506041610","福井大学","教育地域科学","地域科学-前期"
"020506041630","福井大学","教育地域科学","地域科学-後期"
"020511510110","福井大学","工","機械工-前期"
"020511510130","福井大学","工","機械工-後期"
"020511510210","福井大学","工","知能システム工-前期"
"020511510230","福井大学","工","知能システム工-後期"
"020511510310","福井大学","工","電気・電子工-前期"
"020511510330","福井大学","工","電気・電子工-後期"
"020511510410","福井大学","工","情報・メディア工-前期"
"020511510430","福井大学","工","情報・メディア工-後期"
"020511510510","福井大学","工","物理工-前期"
"020511510530","福井大学","工","物理工-後期"
"020511510610","福井大学","工","生物応用化学-前期"
"020511510630","福井大学","工","生物応用化学-後期"
"020511510710","福井大学","工","建築建設工-前期"
"020511510730","福井大学","工","建築建設工-後期"
"020511510810","福井大学","工","材料開発工-前期"
"020511510830","福井大学","工","材料開発工-後期"
"020513010110","福井大学","医","医学-前期"
"020513010130","福井大学","医","医学-後期"
"020513010210","福井大学","医","看護-前期"
"020513010230","福井大学","医","看護-後期"
"021506031110","山梨大学","教育人間科学","学校/障害児教育-前期"
"021506031130","山梨大学","教育人間科学","学校/障害児教育-後期"
"021506031810","山梨大学","教育人間科学","生涯/芸術運営-前期"
"021506031830","山梨大学","教育人間科学","生涯/芸術運営-後期"
"021506031910","山梨大学","教育人間科学","生涯/スポーツ健康科学-前期"
"021506031930","山梨大学","教育人間科学","生涯/スポーツ健康科学-後期"
"021506032010","山梨大学","教育人間科学","学校/幼小発達教育-前期"
"021506032030","山梨大学","教育人間科学","学校/幼小発達教育-後期"
"021506032110","山梨大学","教育人間科学","学校/言語教育-前期"
"021506032130","山梨大学","教育人間科学","学校/言語教育-後期"
"021506032210","山梨大学","教育人間科学","学校/生活社会教育-前期"
"021506032230","山梨大学","教育人間科学","学校/生活社会教育-後期"
"029513410210","大阪大学","薬","薬学-前期"
"029513410230","大阪大学","薬","薬学-後期"
"029513410310","大阪大学","薬","薬科学-前期"
"029513410330","大阪大学","薬","薬科学-後期"
"030506011810","大阪教育大学","教育","幼稚園教員養成-前期"
"030506011830","大阪教育大学","教育","幼稚園教員養成-後期"
"030506011910","大阪教育大学","教育","特別支援教育教員養成-前期"
"030506011930","大阪教育大学","教育","特別支援教育教員養成-後期"
"030506012010","大阪教育大学","教育","養護教諭養成-前期"
"030506012030","大阪教育大学","教育","養護教諭養成-後期"
"030506012410","大阪教育大学","教育","教養/日本・アジア言語文化-前期"
"030506012430","大阪教育大学","教育","教養/日本・アジア言語文化-後期"
"030506012810","大阪教育大学","教育","教養/社会文化-前期"
"030506012830","大阪教育大学","教育","教養/社会文化-後期"
"030506012910","大阪教育大学","教育","教養/数理科学-前期"
"030506012930","大阪教育大学","教育","教養/数理科学-後期"
"030506013010","大阪教育大学","教育","教養/情報科学-前期"
"030506013030","大阪教育大学","教育","教養/情報科学-後期"
"030506013510","大阪教育大学","教育","教養/音楽-前期"
"030506013530","大阪教育大学","教育","教養/音楽-後期"
"030506013610","大阪教育大学","教育","教養/美術・書道-前期"
"030506013630","大阪教育大学","教育","教養/美術・書道-後期"
"030506013710","大阪教育大学","教育","教養/芸術学-前期"
"030506013730","大阪教育大学","教育","教養/芸術学-後期"
"030506013810","大阪教育大学","教育","教養/スポーツ-前期"
"030506013830","大阪教育大学","教育","教養/スポーツ-後期"
"030506013910","大阪教育大学","教育","教養/健康生活科学-前期"
"030506013930","大阪教育大学","教育","教養/健康生活科学-後期"
"030506014010","大阪教育大学","教育","教養/欧米言語文化-前期"
"030506014030","大阪教育大学","教育","教養/欧米言語文化-後期"
"030506014110","大阪教育大学","教育","教養/人間科学-前期"
"030506014130","大阪教育大学","教育","教養/人間科学-後期"
"030506014210","大阪教育大学","教育","教養/自然研究-前期"
"030506014230","大阪教育大学","教育","教養/自然研究-後期"
"030506014310","大阪教育大学","教育","学校/教育科学-前期"
"030506014330","大阪教育大学","教育","学校/教育科学-後期"
"030506014410","大阪教育大学","教育","学校/国語教育(小学校)-前期"
"030506014510","大阪教育大学","教育","学校/国語教育(中学校)-前期"
"030506014610","大阪教育大学","教育","学校/英語教育(小学校)-前期"
"030506014710","大阪教育大学","教育","学校/英語教育(中学校)-前期"
"030506014810","大阪教育大学","教育","学校/社会科教育(小学校)-前期"
"030506014830","大阪教育大学","教育","学校/社会科教育(小学校)-後期"
"030506014910","大阪教育大学","教育","学校/社会科教育(中学校)-前期"
"030506014930","大阪教育大学","教育","学校/社会科教育(中学校)-後期"
"030506015010","大阪教育大学","教育","学校/数学教育(小学校)-前期"
"030506015030","大阪教育大学","教育","学校/数学教育(小学校)-後期"
"030506015110","大阪教育大学","教育","学校/数学教育(中学校)-前期"
"030506015130","大阪教育大学","教育","学校/数学教育(中学校)-後期"
"030506015210","大阪教育大学","教育","学校/理科教育(小学校)-前期"
"030506015230","大阪教育大学","教育","学校/理科教育(小学校)-後期"
"030506015310","大阪教育大学","教育","学校/理科教育(中学校)-前期"
"030506015330","大阪教育大学","教育","学校/理科教育(中学校)-後期"
"030506015410","大阪教育大学","教育","学校/保健体育(小学校)-前期"
"030506015430","大阪教育大学","教育","学校/保健体育(小学校)-後期"
"030506015510","大阪教育大学","教育","学校/保健体育(中学校)-前期"
"030506015530","大阪教育大学","教育","学校/保健体育(中学校)-後期"
"030506015610","大阪教育大学","教育","学校/技術教育-前期"
"030506015710","大阪教育大学","教育","学校/家政教育(小学校)-前期"
"030506015730","大阪教育大学","教育","学校/家政教育(小学校)-後期"
"030506015810","大阪教育大学","教育","学校/家政教育(中学校)-前期"
"030506015830","大阪教育大学","教育","学校/家政教育(中学校)-後期"
"030506015910","大阪教育大学","教育","学校/音楽教育(小学校)-前期"
"030506015930","大阪教育大学","教育","学校/音楽教育(小学校)-後期"
"030506016010","大阪教育大学","教育","学校/音楽教育(中学校)-前期"
"030506016030","大阪教育大学","教育","学校/音楽教育(中学校)-後期"
"030506016110","大阪教育大学","教育","学校/美術・書道教育(小学校)-前期"
"030506016130","大阪教育大学","教育","学校/美術・書道教育(小学校)-後期"
"030506016210","大阪教育大学","教育","学校/美術・書道教育(中学校)-前期"
"030506016230","大阪教育大学","教育","学校/美術・書道教育(中学校)-後期"
"030533010110","大阪教育大学","教育二部","小学校教員養成-前期"
"030533010130","大阪教育大学","教育二部","小学校教員養成-後期"
"031006020110","兵庫教育大学","学校教育","初等教育教員養成-前期"
"031006020130","兵庫教育大学","学校教育","初等教育教員養成-後期"
"031501010110","神戸大学","文","人文-前期"
"031501010130","神戸大学","文","人文-後期"
"031502010110","神戸大学","法","法律-前期"
"031502010130","神戸大学","法","法律-後期"
"031503010110","神戸大学","経済","経済-前期"
"031503010130","神戸大学","経済","経済-後期"
"031503510110","神戸大学","経営","経営-前期"
"031507080110","神戸大学","国際文化","国際文化-前期"
"031507080130","神戸大学","国際文化","国際文化-後期"
"031509210110","神戸大学","発達科学","人間形成-前期"
"031509210130","神戸大学","発達科学","人間形成-後期"
"031509210211","神戸大学","発達科学","人間環境(文科系)-前期"
"031509210212","神戸大学","発達科学","人間環境(理科系)-前期"
"031509210231","神戸大学","発達科学","人間環境(小論文)-後期"
"031509210232","神戸大学","発達科学","人間環境(理科系数学)-後期"
"031509210310","神戸大学","発達科学","人間表現(音楽)-前期"
"031509210410","神戸大学","発達科学","人間表現(美術)-前期"
"031509210510","神戸大学","発達科学","人間表現(身体)-前期"
"031509210610","神戸大学","発達科学","人間表現(学科)-前期"
"031509210710","神戸大学","発達科学","人間行動-前期"
"031509210830","神戸大学","発達科学","人間表現-後期"
"031510810110","神戸大学","理","数学-前期"
"031510810130","神戸大学","理","数学-後期"
"031510810210","神戸大学","理","物理-前期"
"031510810230","神戸大学","理","物理-後期"
"031510810310","神戸大学","理","化学-前期"
"031510810330","神戸大学","理","化学-後期"
"031510810410","神戸大学","理","生物-前期"
"031510810430","神戸大学","理","生物-後期"
"031510810510","神戸大学","理","地球惑星科学-前期"
"031510810530","神戸大学","理","地球惑星科学-後期"
"031511510110","神戸大学","工","機械工-前期"
"031511510130","神戸大学","工","機械工-後期"
"031511510210","神戸大学","工","電気電子工-前期"
"031511510230","神戸大学","工","電気電子工-後期"
"031511510310","神戸大学","工","情報知能工-前期"
"031511510330","神戸大学","工","情報知能工-後期"
"031511510410","神戸大学","工","応用化学-前期"
"031511510430","神戸大学","工","応用化学-後期"
"031511510610","神戸大学","工","建築-前期"
"031511510630","神戸大学","工","建築-後期"
"031511510710","神戸大学","工","市民工-前期"
"031511510730","神戸大学","工","市民工-後期"
"031513010110","神戸大学","医","医学-前期"
"031513010210","神戸大学","医","保健/看護学-前期"
"031513010230","神戸大学","医","保健/看護学-後期"
"031513010310","神戸大学","医","保健/検査技術科学-前期"
"031513010330","神戸大学","医","保健/検査技術科学-後期"
"031513010410","神戸大学","医","保健/作業療法学-前期"
"031513010430","神戸大学","医","保健/作業療法学-後期"
"031513010510","神戸大学","医","保健/理学療法学-前期"
"031513010530","神戸大学","医","保健/理学療法学-後期"
"031515510110","神戸大学","農","生命/応用生命化学-前期"
"031515510130","神戸大学","農","生命/応用生命化学-後期"
"031515510210","神戸大学","農","資源/応用植物学-前期"
"031515510230","神戸大学","農","資源/応用植物学-後期"
"031515510310","神戸大学","農","食料/生産環境工学-前期"
"031515510330","神戸大学","農","食料/生産環境工学-後期"
"031515510410","神戸大学","農","生命/環境生物学-前期"
"031515510430","神戸大学","農","生命/環境生物学-後期"
"031515510510","神戸大学","農","資源/応用動物学-前期"
"031515510530","神戸大学","農","資源/応用動物学-後期"
"031515510610","神戸大学","農","食料/食料環境経済学-前期"
"031515510630","神戸大学","農","食料/食料環境経済学-後期"
"031515840110","神戸大学","海事科学","全学科-前期"
"031515840130","神戸大学","海事科学","全学科-後期"
"032506013010","奈良教育大学","教育","学校/教育/教育学-前期"
"032506013030","奈良教育大学","教育","学校/教育/教育学-後期"
"032506013110","奈良教育大学","教育","学校/教育/心理学-前期"
"023011510530","岐阜大学","工","数理デザイン工-後期"
"023011510610","岐阜大学","工","応用化学-前期"
"023011510630","岐阜大学","工","応用化学-後期"
"023011510710","岐阜大学","工","社会基盤工-前期"
"023011510730","岐阜大学","工","社会基盤工-後期"
"023011510810","岐阜大学","工","機能材料工-前期"
"023011510830","岐阜大学","工","機能材料工-後期"
"023011510910","岐阜大学","工","生命工-前期"
"023011510930","岐阜大学","工","生命工-後期"
"023013010110","岐阜大学","医","医学-前期"
"023013010130","岐阜大学","医","医学-後期"
"023013010210","岐阜大学","医","看護-前期"
"023013010230","岐阜大学","医","看護-後期"
"023015630110","岐阜大学","応用生物科学","獣医学-前期"
"023015630210","岐阜大学","応用生物科学","生産環境科学-前期"
"023015630230","岐阜大学","応用生物科学","生産環境科学-後期"
"023015630310","岐阜大学","応用生物科学","応用生命科学-前期"
"023015630330","岐阜大学","応用生物科学","応用生命科学-後期"
"023501110110","静岡大学","人文","言語文化-前期"
"023501110130","静岡大学","人文","言語文化-後期"
"023501110210","静岡大学","人文","法学-前期"
"023501110230","静岡大学","人文","法学-後期"
"023501110310","静岡大学","人文","経済-前期"
"023501110330","静岡大学","人文","経済-後期"
"023501110410","静岡大学","人文","社会-前期"
"023501110430","静岡大学","人文","社会-後期"
"023506010110","静岡大学","教育","学校/教育実践学-前期"
"023506010130","静岡大学","教育","学校/教育実践学-後期"
"023506010210","静岡大学","教育","学校/教育心理学-前期"
"023506010410","静岡大学","教育","学校/英語教育-前期"
"023506010510","静岡大学","教育","学校/国語教育-前期"
"023506010530","静岡大学","教育","学校/国語教育-後期"
"023506010610","静岡大学","教育","学校/数学教育-前期"
"023506010630","静岡大学","教育","学校/数学教育-後期"
"023506010710","静岡大学","教育","学校/理科教育-前期"
"023506010730","静岡大学","教育","学校/理科教育-後期"
"023506010810","静岡大学","教育","学校/社会科教育-前期"
"023506010830","静岡大学","教育","学校/社会科教育-後期"
"023506010910","静岡大学","教育","学校/技術教育-前期"
"023506011010","静岡大学","教育","学校/家庭科教育-前期"
"023506011030","静岡大学","教育","学校/家庭科教育-後期"
"023506011110","静岡大学","教育","学校/音楽教育-前期"
"023506011210","静岡大学","教育","学校/美術教育-前期"
"023506011230","静岡大学","教育","学校/美術教育-後期"
"023506011310","静岡大学","教育","学校/保健体育-前期"
"023506011410","静岡大学","教育","学校/特別支援教育-前期"
"023506011430","静岡大学","教育","学校/特別支援教育-後期"
"023506011710","静岡大学","教育","学校/幼児教育-前期"
"023506011910","静岡大学","教育","生涯/国際理解教育-前期"
"023506012010","静岡大学","教育","生涯/生涯スポーツ-前期"
"023506012030","静岡大学","教育","生涯/生涯スポーツ-後期"
"023506012110","静岡大学","教育","総合/総合科学-前期"
"023506012130","静岡大学","教育","総合/総合科学-後期"
"023506012210","静岡大学","教育","総合/消費生活科学-前期"
"023506012230","静岡大学","教育","総合/消費生活科学-後期"
"023506012310","静岡大学","教育","芸術/音楽文化-前期"
"023506012410","静岡大学","教育","芸術/書文化-前期"
"023506012510","静岡大学","教育","芸術/美術・デザイン-前期"
"023506012530","静岡大学","教育","芸術/美術・デザイン-後期"
"023510510110","静岡大学","情報","情報科学-前期"
"023510510130","静岡大学","情報","情報科学-後期"
"023510510210","静岡大学","情報","情報社会-前期"
"023510510230","静岡大学","情報","情報社会-後期"
"023510810110","静岡大学","理","数学-前期"
"023510810130","静岡大学","理","数学-後期"
"023510810210","静岡大学","理","物理-前期"
"023510810230","静岡大学","理","物理-後期"
"023510810310","静岡大学","理","化学-前期"
"023510810330","静岡大学","理","化学-後期"
"023510810510","静岡大学","理","生物科学-前期"
"023510810530","静岡大学","理","生物科学-後期"
"023510810610","静岡大学","理","地球科学-前期"
"023510810630","静岡大学","理","地球科学-後期"
"023511510110","静岡大学","工","機械工-前期"
"023511510130","静岡大学","工","機械工-後期"
"023511510210","静岡大学","工","システム工-前期"
"023511510230","静岡大学","工","システム工-後期"
"023511510310","静岡大学","工","電気電子工-前期"
"023511510330","静岡大学","工","電気電子工-後期"
